Vehicle ID,Vehicle Type,Category,Fuel Type,Max Weight (kg),Max Volume (m³),Max Parcels,Avg Speed (km/h),State,Region Availability,Average Parcel Per Item,Status
VAN028,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN029,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN030,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN031,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN032,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN033,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN034,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN035,Van,Road,Diesel,"1,000",5,200,70,Pulau Pinang,Peninsular,5,Active
VAN036,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN037,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN038,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN039,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN040,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN041,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN042,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN043,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN044,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN045,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN046,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN047,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN048,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN049,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN050,Van,Road,Diesel,"1,000",5,200,70,Perak,Peninsular,5,Active
VAN051,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN052,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN053,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN054,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN055,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN056,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN057,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN058,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN059,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN060,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN061,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN062,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN063,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN064,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN065,Van,Road,Diesel,"1,000",5,200,70,Selangor,Peninsular,5,Active
VAN066,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN067,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN068,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN069,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN070,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN071,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN072,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN073,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN074,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN075,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN076,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN077,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN078,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN079,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN080,Van,Road,Diesel,"1,000",5,200,70,WPKL,Peninsular,5,Active
VAN081,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN082,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN083,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN084,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN085,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN086,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN087,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN088,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN089,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN090,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN091,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN092,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN093,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN094,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN095,Van,Road,Diesel,"1,000",5,200,70,Negeri Sembilan,Peninsular,5,Active
VAN096,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN097,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN098,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN099,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN100,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN101,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN102,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN103,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN104,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN105,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN106,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN107,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN108,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN109,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN110,Van,Road,Diesel,"1,000",5,200,70,Melaka,Peninsular,5,Active
VAN111,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN112,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN113,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN114,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN115,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN116,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN117,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN118,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN119,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN120,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN121,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN122,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN123,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN124,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN125,Van,Road,Diesel,"1,000",5,200,70,Johor,Peninsular,5,Active
VAN126,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN127,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN128,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN129,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN130,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN131,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN132,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN133,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN134,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN135,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN136,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN137,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN138,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN139,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN140,Van,Road,Diesel,"1,000",5,200,70,Pahang,Peninsular,5,Active
VAN141,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN142,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN143,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN144,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN145,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN146,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN147,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN148,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN149,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN150,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN151,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN152,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN153,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN154,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN155,Van,Road,Diesel,"1,000",5,200,70,Kelantan,Peninsular,5,Active
VAN156,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN157,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN158,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN159,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN160,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN161,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN162,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN163,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN164,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN165,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN166,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN167,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN168,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN169,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN170,Van,Road,Diesel,"1,000",5,200,70,Terengganu,Peninsular,5,Active
VAN171,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN172,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN173,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN174,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN175,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN176,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN177,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN178,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN179,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN180,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN181,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN182,Van,Road,Diesel,"1,000",5,200,70,Sabah,Sabah,5,Active
VAN183,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN184,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN185,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN186,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN187,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN188,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN189,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN190,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN191,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN192,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN193,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN194,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN195,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN196,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
VAN197,Van,Road,Diesel,"1,000",5,200,70,Sarawak,Sarawak,5,Active
L1T001,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Johor,Peninsular,2,Active
L1T002,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Johor,Peninsular,2,Active
L1T003,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Johor,Peninsular,2,Active
L1T004,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Johor,Peninsular,2,Active
L1T005,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Johor,Peninsular,2,Active
L1T006,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kedah,Peninsular,2,Active
L1T007,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kedah,Peninsular,2,Active
L1T008,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kedah,Peninsular,2,Active
L1T009,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kedah,Peninsular,2,Active
L1T010,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kedah,Peninsular,2,Active
L1T011,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kelantan,Peninsular,2,Active
L1T012,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kelantan,Peninsular,2,Active
L1T013,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kelantan,Peninsular,2,Active
L1T014,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kelantan,Peninsular,2,Active
L1T015,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Kelantan,Peninsular,2,Active
L1T016,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Melaka,Peninsular,2,Active
L1T017,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Melaka,Peninsular,2,Active
L1T018,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Melaka,Peninsular,2,Active
L1T019,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Melaka,Peninsular,2,Active
L1T020,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Melaka,Peninsular,2,Active
L1T021,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Negeri Sembilan,Peninsular,2,Active
L1T022,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Negeri Sembilan,Peninsular,2,Active
L1T023,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Negeri Sembilan,Peninsular,2,Active
L1T024,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Negeri Sembilan,Peninsular,2,Active
L1T025,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Negeri Sembilan,Peninsular,2,Active
L1T026,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pahang,Peninsular,2,Active
L1T027,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pahang,Peninsular,2,Active
L1T028,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pahang,Peninsular,2,Active
L1T029,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pahang,Peninsular,2,Active
L1T030,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pahang,Peninsular,2,Active
L1T031,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perak,Peninsular,2,Active
L1T032,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perak,Peninsular,2,Active
L1T033,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perak,Peninsular,2,Active
L1T034,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perak,Peninsular,2,Active
L1T035,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perak,Peninsular,2,Active
L1T036,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perlis,Peninsular,2,Active
L1T037,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perlis,Peninsular,2,Active
L1T038,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Perlis,Peninsular,2,Active
L1T039,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pulau Pinang,Peninsular,2,Active
L1T040,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pulau Pinang,Peninsular,2,Active
L1T041,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pulau Pinang,Peninsular,2,Active
L1T042,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pulau Pinang,Peninsular,2,Active
L1T043,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Pulau Pinang,Peninsular,2,Active
L1T044,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Selangor,Peninsular,2,Active
L1T045,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Selangor,Peninsular,2,Active
L1T046,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Selangor,Peninsular,2,Active
L1T047,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Selangor,Peninsular,2,Active
L1T048,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Selangor,Peninsular,2,Active
L1T049,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Terengganu,Peninsular,2,Active
L1T050,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Terengganu,Peninsular,2,Active
L1T051,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Terengganu,Peninsular,2,Active
L1T052,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Terengganu,Peninsular,2,Active
L1T053,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Terengganu,Peninsular,2,Active
L1T054,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,WPKL,Peninsular,2,Active
L1T055,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,WPKL,Peninsular,2,Active
L1T056,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,WPKL,Peninsular,2,Active
L1T057,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,WPKL,Peninsular,2,Active
L1T058,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,WPKL,Peninsular,2,Active
L1T059,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Sabah,Sabah,2,Active
L1T060,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Sabah,Sabah,2,Active
L1T061,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Sabah,Sabah,2,Active
L1T062,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Sarawak,Sarawak,2,Active
L1T063,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Sarawak,Sarawak,2,Active
L1T064,1-Ton Lorry,Road,Diesel,"1,000",5,500,60,Sarawak,Sarawak,2,Active
L3T001,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Johor,Peninsular,2.5,Active
L3T002,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Johor,Peninsular,2.5,Active
L3T003,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Johor,Peninsular,2.5,Active
L3T004,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Johor,Peninsular,2.5,Active
L3T005,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Johor,Peninsular,2.5,Active
L3T006,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kedah,Peninsular,2.5,Active
L3T007,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kedah,Peninsular,2.5,Active
L3T008,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kedah,Peninsular,2.5,Active
L3T009,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kedah,Peninsular,2.5,Active
L3T010,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kedah,Peninsular,2.5,Active
L3T011,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kelantan,Peninsular,2.5,Active
L3T012,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kelantan,Peninsular,2.5,Active
L3T013,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kelantan,Peninsular,2.5,Active
L3T014,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kelantan,Peninsular,2.5,Active
L3T015,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Kelantan,Peninsular,2.5,Active
L3T016,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Melaka,Peninsular,2.5,Active
L3T017,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Melaka,Peninsular,2.5,Active
L3T018,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Melaka,Peninsular,2.5,Active
L3T019,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Melaka,Peninsular,2.5,Active
L3T020,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Melaka,Peninsular,2.5,Active
L3T021,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Negeri Sembilan,Peninsular,2.5,Active
L3T022,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Negeri Sembilan,Peninsular,2.5,Active
L3T023,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Negeri Sembilan,Peninsular,2.5,Active
L3T024,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Negeri Sembilan,Peninsular,2.5,Active
L3T025,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Negeri Sembilan,Peninsular,2.5,Active
L3T026,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pahang,Peninsular,2.5,Active
L3T027,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pahang,Peninsular,2.5,Active
L3T028,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pahang,Peninsular,2.5,Active
L3T029,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pahang,Peninsular,2.5,Active
L3T030,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pahang,Peninsular,2.5,Active
L3T031,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perak,Peninsular,2.5,Active
L3T032,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perak,Peninsular,2.5,Active
L3T033,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perak,Peninsular,2.5,Active
L3T034,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perak,Peninsular,2.5,Active
L3T035,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perak,Peninsular,2.5,Active
L3T036,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perlis,Peninsular,2.5,Active
L3T037,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perlis,Peninsular,2.5,Active
L3T038,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Perlis,Peninsular,2.5,Active
L3T039,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pulau Pinang,Peninsular,2.5,Active
L3T040,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pulau Pinang,Peninsular,2.5,Active
L3T041,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pulau Pinang,Peninsular,2.5,Active
L3T042,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pulau Pinang,Peninsular,2.5,Active
L3T043,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Pulau Pinang,Peninsular,2.5,Active
L3T044,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Selangor,Peninsular,2.5,Active
L3T045,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Selangor,Peninsular,2.5,Active
L3T046,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Selangor,Peninsular,2.5,Active
L3T047,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Selangor,Peninsular,2.5,Active
L3T048,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Selangor,Peninsular,2.5,Active
L3T049,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Terengganu,Peninsular,2.5,Active
L3T050,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Terengganu,Peninsular,2.5,Active
L3T051,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Terengganu,Peninsular,2.5,Active
L3T052,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Terengganu,Peninsular,2.5,Active
L3T053,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Terengganu,Peninsular,2.5,Active
L3T054,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,WPKL,Peninsular,2.5,Active
L3T055,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,WPKL,Peninsular,2.5,Active
L3T056,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,WPKL,Peninsular,2.5,Active
L3T057,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,WPKL,Peninsular,2.5,Active
L3T058,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,WPKL,Peninsular,2.5,Active
